 CEST;NCM/ST;Descricao CEST
2108600;85177021;ANTENAS PROPRIAS PARA TELEFONES CELULARES PORTATEIS, EXCETO AS TELESCOPICAS
2108700;82149000,82149010,82149085,82149090,85100000,85101000,85102000,85103000,85109011,85109019,85109020,85109090;APARELHOS OU MAQUINAS DE BARBEAR, MAQUINAS DE CORTAR O CABELO OU DE TOSQUIAR E APARELHOS DE DEPILAR, E SUAS PARTES
2108800;23793120,84145000,84145110,84145120,84145190;VENTILADORES, EXCETO OS DE USO AGRICOLA
2108900;84145990;VENTILADORES DE USO AGRICOLA
2109000;84146000;COIFAS COM DIMENSAO HORIZONTAL MAXIMA NAO SUPERIOR A 120 CM
2109100;84149020;PARTES DE VENTILADORES OU COIFAS ASPIRANTES
2109200;23797690,84151000,84158000,84158110,84158190,84158210,84158290,84158300;MAQUINAS E APARELHOS DE AR CONDICIONADO CONTENDO UM VENTILADOR MOTORIZADO E DISPOSITIVOS PROPRIOS PARA MODIFICAR A TEMPERATURA E A UMIDADE, INCLUIDOS AS MAQUINAS E APARELHOS EM QUE A UMIDADE NAO SEJA REGULAVEL SEPARADAMENTE
2109300;23798400,84151011;APARELHOS DE AR-CONDICIONADO TIPO SPLIT SYSTEM (SISTEMA COM ELEMENTOS SEPARADOS) COM UNIDADE EXTERNA E INTERNA
2109400;23798480,84151019;APARELHOS DE AR-CONDICIONADO COM CAPACIDADE INFERIOR OU IGUAL A 30.000 FRIGORIAS/HORA
2109500;84151090;APARELHOS DE AR-CONDICIONADO COM CAPACIDADE ACIMA DE 30.000 FRIGORIAS/HORA
2109600;84159010;UNIDADES EVAPORADORAS (INTERNAS) DE APARELHO DE AR-CONDICIONADO DO TIPO SPLIT SYSTEM (SISTEMA COM ELEMENTOS SEPARADOS), COM CAPACIDADE INFERIOR OU IGUAL A 30.000 FRIGORIAS/HORA
2109700;84159020;UNIDADES CONDENSADORAS (EXTERNAS) DE APARELHO DE AR-CONDICIONADO DO TIPO SPLIT SYSTEM (SISTEMA COM ELEMENTOS SEPARADOS), COM CAPACIDADE INFERIOR OU IGUAL A 30.000 FRIGORIAS/HORA
2109800;84212100;APARELHOS ELETRICOS PARA FILTRAR OU DEPURAR AGUA (PURIFICADORES DE AGUA REFRIGERADOS), EXCETO OS ITENS CLASSIFICADOS NO CEST 21.098.01
2109801;84212100;OUTROS APARELHOS ELETRICOS PARA FILTRAR OU DEPURAR AGUA
2109900;84243010,84243090,84249090;LAVADORA DE ALTA PRESSAO E SUAS PARTES
2110000;84672100;FURADEIRAS ELETRICAS
2110100;24164770,85162000;APARELHOS ELETRICOS PARA AQUECIMENTO DE AMBIENTES
2110200;85163100;SECADORES DE CABELO
2110300;85163200;OUTROS APARELHOS PARA ARRANJOS DO CABELO
2110400;85270000,85271200,85271300,85271310,85271320,85271330,85271390,85271910,85271990,85279100,85279110,85279120,85279190,85279200,85279910,85279990;APARELHOS RECEPTORES PARA RADIODIFUSAO, MESMO COMBINADOS NUM MESMO INVOLUCRO, COM UM APARELHO DE GRAVACAO OU DE REPRODUCAO DE SOM, OU COM UM RELOGIO, EXCETO OS CLASSIFICADOS NA POSICAO 8527.1, 8527.2 E 8527.9 QUE SEJAM DE USO AUTOMOTIVO
2110500;84796000;CLIMATIZADORES DE AR
2110600;84159090;OUTRAS PARTES PARA MAQUINAS E APARELHOS DE AR-CONDICIONADO QUE CONTENHAM UM VENTILADOR MOTORIZADO E DISPOSITIVOS PROPRIOS PARA MODIFICAR A TEMPERATURA E A UMIDADE, INCLUINDO AS MAQUINAS E APARELHOS EM QUE A UMIDADE NAO SEJA REGULAVEL SEPARADAMENTE
2110700;85258019;CAMERAS DE TELEVISAO E SUAS PARTES
2110800;84231000;BALANCAS DE USO DOMESTICO
2110900;85400000;TUBOS E VALVULAS, ELETRONICOS, DE CATODO QUENTE, CATODO FRIO OU FOTOCATODO (POR EXEMPLO, TUBOS E VALVULAS, DE VACUO, DE VAPOR OU DE GAS, AMPOLAS RETIFICADORAS DE VAPOR DE MERCURIO, TUBOS CATODICOS, TUBOS E VALVULAS PARA CAMERAS DE TELEVISAO)
2111000;85170000,85171211,85171212,85171219,85171221,85171222,85171223,85171229,85171231,85171232,85171233,85171239,85171241,85171249,85171290,85171810,85171820,85176111,85176119,85176120,85176130,85176141,85176142,85176143,85176149,85176191,85176192,85176199,85176221,85176223,85176224,85176229,85176231,85176232,85176233,85176261,85176264,85176265,85176271,85176272,85176277,85176278,85176279,85176900,85177010,85177029,85177091,85177092,85177099;APARELHOS ELETRICOS PARA TELEFONIA, OUTROS APARELHOS PARA TRANSMISSAO OU RECEPCAO DE VOZ, IMAGENS OU OUTROS DADOS, INCLUIDOS OS APARELHOS PARA COMUNICACAO EM REDES POR FIO OU REDES SEM FIO (TAL COMO UMA REDE LOCAL (LAN) OU UMA REDE DE AREA ESTENDIDA (WAN), INCLUIDAS SUAS PARTES, EXCETO OS DE USO AUTOMOTIVO E OS CLASSIFICADOS NOS CODIGOS 8517.62.51, 8517.62.52 E 8517.62.53
2111100;85170000;INTERFONES, SEUS ACESSORIOS, TOMADAS E OPLUGS”
2111200;85290000,85291011,85291019,85299011,85299012,85299019,85299020,85299030,85299040,85299090;PARTES RECONHECIVEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADAS AOS APARELHOS DAS POSICOES 8525 A 8528, EXCETO AS DE USO AUTOMOTIVO
2111300;85310000,85311010,85312000,85319000;APARELHOS ELETRICOS DE SINALIZACAO ACUSTICA OU VISUAL (POR EXEMPLO, CAMPAINHAS, SIRENES, QUADROS INDICADORES, APARELHOS DE ALARME PARA PROTECAO CONTRA ROUBO OU INCENDIO), EXCETO OS DE USO AUTOMOTIVO E OS CLASSIFICADOS NAS POSICOES 8531.10 E 8531.80.00.
2111400;24221980,85311000;APARELHOS ELETRICOS DE ALARME, PARA PROTECAO CONTRA ROUBO OU INCENDIO E APARELHOS SEMELHANTES, EXCETO OS DE USO AUTOMOTIVO
2111500;85318000;OUTROS APARELHOS DE SINALIZACAO ACUSTICA OU VISUAL, EXCETO OS DE USO AUTOMOTIVO
2111600;85340000;CIRCUITOS IMPRESSOS, EXCETO OS DE USO AUTOMOTIVO
2111700;85414011,85414021,85414022;DIODOS EMISSORES DE LUZ (LED), EXCETO DIODOS OLASER”
2111800;85437092;ELETRIFICADORES DE CERCAS ELETRONICOS
2111900;26042400,90303000,90303100,90303200,90303311,90303319,90303329,90303390,90303910,90303990;APARELHOS E INSTRUMENTOS PARA MEDIDA OU CONTROLE DA TENSAO, INTENSIDADE, RESISTENCIA OU DA POTENCIA, SEM DISPOSITIVO REGISTRADOR, EXCETO OS DE USO AUTOMOTIVO
2112000;90308900,90308910,90308920,90308930,90308940,90308990;ANALISADORES LOGICOS DE CIRCUITOS DIGITAIS, DE ESPECTRO DE FREQUENCIA, FREQUENCIMETROS, FASIMETROS, E OUTROS INSTRUMENTOS E APARELHOS DE CONTROLE DE GRANDEZAS ELETRICAS E DETECCAO
2112100;91070000,91070010,91070090;INTERRUPTORES HORARIOS E OUTROS APARELHOS QUE PERMITAM ACIONAR UM MECANISMO EM TEMPO DETERMINADO, MUNIDOS DE MAQUINISMO DE APARELHOS DE RELOJOARIA OU DE MOTOR SINCRONO
2112200;94050000,94051010,94051091,94051092,94051093,94051099,94052000,94053000,94054010,94054090,94055000,94056000,94059100,94059200,94059900;APARELHOS DE ILUMINACAO (INCLUIDOS OS PROJETORES) E SUAS PARTES, NAO ESPECIFICADOS NEM COMPREENDIDOS EM OUTRAS POSICOES, ANUNCIOS, CARTAZES OU TABULETAS E PLACAS INDICADORAS LUMINOSOS, E ARTIGOS SEMELHANTES, CONTENDO UMA FONTE LUMINOSA FIXA PERMANENTE, E SUAS PARTES NAO ESPECIFICADAS NEM COMPREENDIDAS EM OUTRAS POSICOES, COM EXCECAO DOS ITENS CLASSIFICADOS NOS CEST 21.123.00, 21.124.00 E 21.125.00
2112300;27413900,94051000,94059000;LUSTRES E OUTROS APARELHOS ELETRICOS DE ILUMINACAO, PROPRIOS PARA SEREM SUSPENSOS OU FIXADOS NO TETO OU NA PAREDE, EXCETO OS DOS TIPOS UTILIZADOS NA ILUMINACAO PUBLICA, E SUAS PARTES
2112400;27413900,94052000,94059000;ABAJURES DE CABECEIRAS, DE ESCRITORIO E LAMPADARIOS DE INTERIOR, ELETRICOS E SUAS PARTES
2112500;27413900,94054000,94059000;OUTROS APARELHOS ELETRICOS DE ILUMINACAO E SUAS PARTES
2112600;85423190;MICROPROCESSADOR
2200100;23090000,23091000,23099010,23099020,23099030,23099040,23099050,23099060,23099090;RACAO TIPO OPET” PARA ANIMAIS DOMESTICOS
2300100;21050000,21050010,21050090;SORVETES DE QUALQUER ESPECIE
2300200;18060000,18062000,18063220,19010000,19019010,21060000,21061000;PREPARADOS PARA FABRICACAO DE SORVETE EM MAQUINA
2400100;32080000,32081010,32081020,32081030,32082011,32082019,32082020,32082030,32089010,32089021,32089029,32089031,32089039,32090000,32091010,32091020,32099011,32099019,32099020,32100000,32100010,32100020,32100030;TINTAS, VERNIZES
2400200;28210000,28211011,28211019,28211020,28211030,28211090,28212000,32041700,32060000,32061110,32061111,32061119,32061120,32061130,32061910,32061990,32062000,32064210,32064290,32064910,32064920,32064990,32065011,32065019,32065021,32065029;XADREZ E POS ASSEMELHADOS, EXCETO PIGMENTOS A BASE DE DIOXIDO DE TITANIO CLASSIFICADOS NO CODIGO 3206.11.19
2400300;32040000,32041100,32041210,32041220,32041300,32041400,32041510,32041520,32041530,32041590,32041600,32041700,32041911,32041912,32041913,32041919,32041920,32041930,32041990,32042011,32042019,32042090,32049000,32050000,32060000,32120000,32121000,32129010,32129090;CORANTES PARA APLICACAO EM BASES, TINTAS E VERNIZES
2500100;87021000;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE 10 PESSOAS OU MAIS, INCLUINDO O MOTORISTA, COM MOTOR DE PISTAO, DE IGNICAO POR COMPRESSAO (DIESEL OU SEMIDIESEL), COM VOLUME INTERNO DE HABITACULO, DESTINADO A PASSAGEIROS E MOTORISTA, SUPERIOR A 6 M³, MAS INFERIOR A 9 M³
2500200;87024090,87029090;OUTROS VEICULOS AUTOMOVEIS PARA TRANSPORTE DE 10 PESSOAS OU MAIS, INCLUINDO O MOTORISTA, COM VOLUME INTERNO DE HABITACULO, DESTINADO A PASSAGEIROS E MOTORISTA, SUPERIOR A 6 M³, MAS INFERIOR A 9 M³
2500300;87032100;AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA NAO SUPERIOR A 1000 CM³
2500400;87032210;AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA SUPERIOR A 1000 CM³, MAS NAO SUPERIOR A 1500 CM³, COM CAPACIDADE DE TRANSPORTE DE PESSOAS SENTADAS INFERIOR OU IGUAL A 6, INCLUIDO O CONDUTOR, EXCETO CARRO CELULAR
2500500;87032290;OUTROS AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA SUPERIOR A 1000 CM³, MAS NAO SUPERIOR A 1500 CM³, EXCETO CARRO CELULAR
2500600;87032310;AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA SUPERIOR A 1500 CM³, MAS NAO SUPERIOR A 3000 CM³, COM CAPACIDADE DE TRANSPORTE DE PESSOAS SENTADAS INFERIOR OU IGUAL A 6, INCLUIDO O CONDUTOR, EXCETO CARRO CELULAR, CARRO FUNERARIO E AUTOMOVEIS DE CORRIDA
2500700;87032390;OUTROS AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA SUPERIOR A 1500 CM³, MAS NAO SUPERIOR A 3000 CM³, EXCETO CARRO CELULAR, CARRO FUNERARIO E AUTOMOVEIS DE CORRIDA
2500800;87032410;AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA SUPERIOR A 3000 CM³, COM CAPACIDADE DE TRANSPORTE DE PESSOAS SENTADAS INFERIOR OU IGUAL A 6, INCLUIDO O CONDUTOR, EXCETO CARRO CELULAR, CARRO FUNERARIO E AUTOMOVEIS DE CORRIDA
2500900;87032490;OUTROS AUTOMOVEIS COM MOTOR EXPLOSAO, DE CILINDRADA SUPERIOR A 3000 CM³, EXCETO CARRO CELULAR, CARRO FUNERARIO E AUTOMOVEIS DE CORRIDA
2501000;87033210;AUTOMOVEIS COM MOTOR DIESEL OU SEMIDIESEL, DE CILINDRADA SUPERIOR A 1500 CM³, MAS NAO SUPERIOR A 2500 CM³, COM CAPACIDADE DE TRANSPORTE DE PESSOAS SENTADAS INFERIOR OU IGUAL A 6, INCLUIDO O CONDUTOR, EXCETO AMBULANCIA, CARRO CELULAR E CARRO FUNERARIO
2501100;87033290;OUTROS AUTOMOVEIS COM MOTOR DIESEL OU SEMIDIESEL, DE CILINDRADA SUPERIOR A 1500 CM³, MAS NAO SUPERIOR A 2500 CM³, EXCETO AMBULANCIA, CARRO CELULAR E CARRO FUNERARIO
2501200;87033310;AUTOMOVEIS COM MOTOR DIESEL OU SEMIDIESEL, DE CILINDRADA SUPERIOR A 2500 CM³, COM CAPACIDADE DE TRANSPORTE DE PESSOAS SENTADAS INFERIOR OU IGUAL A 6, INCLUIDO O CONDUTOR, EXCETO CARRO CELULAR E CARRO FUNERARIO
2501300;87033390;OUTROS AUTOMOVEIS COM MOTOR DIESEL OU SEMIDIESEL, DE CILINDRADA SUPERIOR A 2500 CM³, EXCETO CARRO CELULAR E CARRO FUNERARIO
2501400;87042110;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, CHASSIS COM MOTOR DIESEL OU SEMIDIESEL E CABINA, EXCETO CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2501500;87042120;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, COM MOTOR DIESEL OU SEMIDIESEL, COM CAIXA BASCULANTE, EXCETO CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2501600;87042130;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, FRIGORIFICOS OU ISOTERMICOS, COM MOTOR DIESEL OU SEMIDIESEL, EXCETO CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2501700;87042190;OUTROS VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, COM MOTOR DIESEL OU SEMIDIESEL, EXCETO CARRO-FORTE PARA TRANSPORTE DE VALORES E CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2501800;87043110;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, COM MOTOR A EXPLOSAO, CHASSIS E CABINA, EXCETO CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2501900;87043120;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, COM MOTOR EXPLOSAO COM CAIXA BASCULANTE, EXCETO CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2502000;87043130;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, FRIGORIFICOS OU ISOTERMICOS COM MOTOR EXPLOSAO, EXCETO CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2502100;87043190;OUTROS VEICULOS AUTOMOVEIS PARA TRANSPORTE DE MERCADORIAS, DE PESO EM CARGA MAXIMA NAO SUPERIOR A 5 TONELADAS, COM MOTOR A EXPLOSAO, EXCETO CARRO-FORTE PARA TRANSPORTE DE VALORES E CAMINHAO DE PESO EM CARGA MAXIMA SUPERIOR A 3,9 TONELADAS
2502200;87022000;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE 10 PESSOAS OU MAIS, INCLUINDO O MOTORISTA, COM MOTOR DE PISTAO, DE IGNICAO POR COMPRESSAO (DIESEL OU SEMIDIESEL) E UM MOTOR ELETRICO, COM VOLUME INTERNO DE HABITACULO, DESTINADO A PASSAGEIROS E MOTORISTA, SUPERIOR A 6 M³, MAS INFERIOR A 9 M³;
2502300;87023000;VEICULOS AUTOMOVEIS PARA TRANSPORTE DE 10 PESSOAS OU MAIS, INCLUINDO O MOTORISTA, COM MOTOR DE PISTAO ALTERNATIVO, DE IGNICAO POR CENTELHA (FAISCA) E UM MOTOR ELETRICO, COM VOLUME INTERNO DE HABITACULO, DESTINADO A PASSAGEIROS E MOTORISTA, SUPERIOR A 6 M³, MAS INFERIOR A 9 M³;
2502400;87029000,87029010;OUTROS VEICULOS AUTOMOVEIS PARA TRANSPORTE DE 10 PESSOAS OU MAIS, INCLUINDO O MOTORISTA, COM VOLUME INTERNO DE HABITACULO, DESTINADO A PASSAGEIROS E MOTORISTA, SUPERIOR A 6 M³, MAS INFERIOR A 9 M³;
2502500;87034000;AUTOMOVEIS EQUIPADOS PARA PROPULSAO, SIMULTANEAMENTE, COM UM MOTOR DE PISTAO ALTERNATIVO DE IGNICAO POR CENTELHA (FAISCA*) E UM MOTOR ELETRICO, EXCETO OS SUSCETIVEIS DE SEREM CARREGADOS POR CONEXAO A UMA FONTE EXTERNA DE ENERGIA ELETRICA, O CARRO CELULAR E O CARRO FUNERARIO;
2502600;87035000;AUTOMOVEIS EQUIPADOS PARA PROPULSAO, SIMULTANEAMENTE, COM UM MOTOR DE PISTAO POR COMPRESSAO (DIESEL OU SEMIDIESEL) E UM MOTOR ELETRICO, EXCETO OS SUSCETIVEIS DE SEREM CARREGADOS POR CONEXAO A UMA FONTE EXTERNA DE ENERGIA ELETRICA, EXCETO O CARRO CELULAR E O CARRO FUNERARIO;
2502700;87036000;AUTOMOVEIS EQUIPADOS PARA PROPULSAO, SIMULTANEAMENTE, COM UM MOTOR DE PISTAO ALTERNATIVO DE IGNICAO POR CENTELHA (FAISCA*) E UM MOTOR ELETRICO, SUSCETIVEIS DE SEREM CARREGADOS POR CONEXAO A UMA FONTE EXTERNA DE ENERGIA ELETRICA, EXCETO O CARRO CELULAR E O CARRO FUNERARIO;
2502800;87037000;AUTOMOVEIS EQUIPADOS PARA PROPULSAO, SIMULTANEAMENTE, COM UM MOTOR DE PISTAO POR COMPRESSAO (DIESEL OU SEMIDIESEL) E UM MOTOR ELETRICO, SUSCETIVEIS DE SEREM CARREGADOS POR CONEXAO A UMA FONTE EXTERNA DE ENERGIA ELETRICA, EXCETO O CARRO CELULAR E O CARRO FUNERARIO;
2502900;87038000;OUTROS VEICULOS, EQUIPADOS UNICAMENTE COM MOTOR ELETRICO PARA PROPULSAO;
2600100;87110000,87111000,87112010,87112020,87112090,87113000,87114000,87115000,87116000,87119000;MOTOCICLETAS (INCLUIDOS OS CICLOMOTORES) E OUTROS CICLOS EQUIPADOS COM MOTOR AUXILIAR, MESMO COM CARRO LATERAL, CARROS LATERAIS
2800100;33030010;PERFUMES (EXTRATOS)
2800200;33030020;AGUAS-DE-COLONIA
2800300;33041000;PRODUTOS DE MAQUIAGEM PARA OS LABIOS
2800400;33042010;SOMBRA, DELINEADOR, LAPIS PARA SOBRANCELHAS E RIMEL
2800500;33042090;OUTROS PRODUTOS DE MAQUIAGEM PARA OS OLHOS
2800600;33043000;PREPARACOES PARA MANICUROS E PEDICUROS
2800700;33049100;POS PARA MAQUIAGEM, INCLUINDO OS COMPACTOS
2800800;33049910;CREMES DE BELEZA, CREMES NUTRITIVOS E LOCOES TONICAS
2800900;33049990;OUTROS PRODUTOS DE BELEZA OU DE MAQUIAGEM PREPARADOS E PREPARACOES PARA CONSERVACAO OU CUIDADOS DA PELE, EXCETO AS PREPARACOES ANTISSOLARES E OS BRONZEADORES
2801000;33049990;PREPARACOES ANTISSOLARES E OS BRONZEADORES
2801100;33051000;XAMPUS PARA O CABELO
2801200;33052000;PREPARACOES PARA ONDULACAO OU ALISAMENTO, PERMANENTES, DOS CABELOS
2801300;33059000;OUTRAS PREPARACOES CAPILARES
2801400;33059000;TINTURA PARA O CABELO
2801500;33071000;PREPARACOES PARA BARBEAR (ANTES, DURANTE OU APOS)
2801600;33072010;DESODORANTES CORPORAIS E ANTIPERSPIRANTES, LIQUIDOS
2801700;33072090;OUTROS DESODORANTES CORPORAIS E ANTIPERSPIRANTES
2801800;33079000;OUTROS PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS
2801900;33079000;OUTRAS PREPARACOES COSMETICAS
2802000;34011190;SABOES DE TOUCADOR, EM BARRAS, PEDACOS OU FIGURAS MOLDADAS
2802100;34011900;OUTROS SABOES, PRODUTOS E PREPARACOES ORGANICOS TENSOATIVOS, INCLUSIVE PAPEL, PASTAS (OUATES), FELTROS E FALSOS TECIDOS, IMPREGNADOS, REVESTIDOS OU RECOBERTOS DE SABAO OU DE DETERGENTES
2802200;34012010;SABOES DE TOUCADOR SOB OUTRAS FORMAS
2802300;34013000;PRODUTOS E PREPARACOES ORGANICOS TENSOATIVOS PARA LAVAGEM DA PELE, EM FORMA DE LIQUIDO OU DE CREME, ACONDICIONADOS PARA VENDA A RETALHO, MESMO CONTENDO SABAO
2802400;48182000;LENCOS DE PAPEL, INCLUINDO OS DE DESMAQUIAR
2802401;48182000;TOALHAS DE MAO
2802500;82141000;APONTADORES DE LAPIS PARA MAQUIAGEM
2802501;82141000;ESPATULAS, ABRE-CARTAS E RASPADEIRAS
2802502;82141000;LAMINAS DE ESPATULAS, DE ABRE-CARTAS, DE RASPADEIRAS E DE APONTADORES DE LAPIS
2802600;82142000;UTENSILIOS E SORTIDOS DE UTENSILIOS DE MANICUROS OU DE PEDICUROS (INCLUINDO AS LIMAS PARA UNHAS)
2802700;96032900;ESCOVAS E PINCEIS DE BARBA, ESCOVAS PARA CABELOS, PARA CILIOS OU PARA UNHAS E OUTRAS ESCOVAS DE TOUCADOR DE PESSOAS
2802701;96032900;VASSOURAS E ESCOVAS, MESMO CONSTITUINDO PARTES DE MAQUINAS, DE APARELHOS OU DE VEICULOS, VASSOURAS MECANICAS DE USO MANUAL NAO MOTORIZADAS, PINCEIS E ESPANADORES, CABECAS PREPARADAS PARA ESCOVAS, PINCEIS E ARTIGOS SEMELHANTES, BONECAS E ROLOS PARA PINTURA, RODOS DE BORRACHA OU DE MATERIAS FLEXIVEIS SEMELHANTES, OUTROS
2802800;96033000;PINCEIS PARA APLICACAO DE PRODUTOS COSMETICOS
2802801;96033000;PINCEIS E ESCOVAS, PARA ARTISTAS E PINCEIS DE ESCREVER
2802900;96161000;VAPORIZADORES DE TOUCADOR, SUAS ARMACOES E CABECAS DE ARMACOES
2803000;96162000;BORLAS OU ESPONJAS PARA POS OU PARA APLICACAO DE OUTROS COSMETICOS OU DE PRODUTOS DE TOUCADOR
2803100;42021000,84079000;MALAS E MALETAS DE TOUCADOR
2803200;96150000;PENTES, TRAVESSAS PARA CABELO E ARTIGOS SEMELHANTES, GRAMPOS (ALFINETES) PARA CABELO, PINCAS (OPINCEGUICHES”), ONDULADORES, BOBS (ROLOS) E ARTEFATOS SEMELHANTES PARA PENTEADOS, E SUAS PARTES
2803300;39233000,39241000,39249000,40149090,70102000;MAMADEIRAS
2803400;40149090;CHUPETAS E BICOS PARA MAMADEIRAS E PARA CHUPETAS
2803500;12119090;OUTRAS PLANTAS E PARTES, PARA PERFUMARIA, MEDICINA E SEMELHANTES
2803600;39262000;VESTUARIO E SEUS ACESSORIOS, DE PLASTICOS, INCLUSIVE LUVAS
2803700;39264000;ESTATUETAS E OUTROS OBJETOS DE ORNAMENTACAO, DE PLASTICOS
2803800;39269090;OUTRAS OBRAS DE PLASTICOS
2803900;42022210;BOLSAS DE FOLHAS DE PLASTICO
2804000;42022220;BOLSAS DE MATERIAS TEXTEIS
2804100;42022900;BOLSAS DE OUTRAS MATERIAS
2804200;42023900;ARTIGOS DE BOLSOS/BOLSAS, DE OUTRAS MATERIAS
2804300;42029200;OUTROS ARTEFATOS, DE FOLHAS DE PLASTICOS OU MATERIAS TEXTEIS
2804400;42029900;OUTROS ARTEFATOS, DE OUTRAS MATERIAS
2804500;48192000;CAIXAS E CARTONAGENS, DOBRAVEIS, DE PAPEL/CARTAO, NAO ONDULADOS
2804600;48194000;OUTROS SACOS, BOLSAS E CARTUCHOS, DE PAPEL OU CARTAO
2804700;48211000;ETIQUETAS DE PAPEL OU CARTAO, IMPRESSAS
2804800;49111090;OUTROS IMPRESSOS PUBLICITARIOS, CATALOGOS COMERCIAIS E SEMELHANTES
2804900;61159900;OUTRAS MEIAS DE MALHA DE OUTRAS MATERIAS TEXTEIS
2805000;62171000;OUTROS ACESSORIOS CONFECCIONADOS, DE VESTUARIO
2805100;63026000;ROUPAS DE TOUCADOR/COZINHA, DE TECIDOS ATOALHADOS DE ALGODAO
2805200;63079090;OUTROS ARTEFATOS TEXTEIS CONFECCIONADOS
2805300;65069900;CHAPEUS E OUTROS ARTEFATOS DE OUTRAS MATERIAS, EXCETO DE MALHA
2805400;95059000;ARTIGOS PARA OUTRAS FESTAS, CARNAVAL OU OUTROS DIVERTIMENTOS
2805500;33000000;PRODUTOS DESTINADOS A HIGIENE BUCAL
2805600;33000000,34000000;OUTROS PRODUTOS COSMETICOS E DE HIGIENE PESSOAL NAO RELACIONADOS EM OUTROS ITENS DESTE ANEXO
2805700;14000000,39000000,40000000,44000000,48000000,63000000,64000000,65000000,67000000,70000000,82000000,90000000,96000000;OUTROS ARTIGOS DESTINADOS A CUIDADOS PESSOAIS NAO RELACIONADOS EM OUTROS ITENS DESTE ANEXO
2805800;39000000,42000000,48000000,52000000,61000000,71000000,83000000,90000000,91000000;ACESSORIOS (POR EXEMPLO, BIJUTERIAS, RELOGIOS, OCULOS DE SOL, BOLSAS, MOCHILAS, FRASQUEIRAS, CARTEIRAS, PORTA-CARTOES, PORTA-DOCUMENTOS, PORTA-CELULARES E EMBALAGENS PRESENTEAVEIS (POR EXEMPLO, CAIXINHAS DE PAPEL), ENTRE OUTROS ITENS ASSEMELHADOS)
2805900;61000000,62000000,64000000;VESTUARIO E SEUS ACESSORIOS, CALCADOS, POLAINAS E ARTEFATOS SEMELHANTES, E SUAS PARTES
2806000;42000000,52000000,55000000,58000000,63000000,65000000;OUTROS ARTIGOS DE VESTUARIO EM GERAL, EXCETO OS RELACIONADOS NO ITEM ANTERIOR
2806100;39000000,40000000,52000000,56000000,62000000,63000000,66000000,69000000,70000000,76000000,82000000,83000000,84000000,91000000,93000000,94000000,96000000;ARTIGOS DE CASA
2806200;13000000,15000000,16000000,17000000,18000000,19000000,20000000,21000000,22000000,23000000;PRODUTOS DAS INDUSTRIAS ALIMENTARES E BEBIDAS
2806300;22000000,27000000,28000000,29000000,33000000,34000000,35000000,38000000,39000000,63000000,68000000,73000000,84000000,85000000,96000000;PRODUTOS DE LIMPEZA E CONSERVACAO DOMESTICA
2806400;39000000,49000000,95000000,96000000;ARTIGOS INFANTIS
2899900;;OUTROS PRODUTOS COMERCIALIZADOS PELO SISTEMA DE MARKETING DIRETO PORTA-A-PORTA A CONSUMIDOR FINAL NAO RELACIONADOS EM OUTROS ITENS DESTE ANEXO
